adapter	dump_status	compile_status	snapshot_count	adapter_sha256	suffix_tool_sha256	before_cvpipelining_files
triton.language.umulhi.ttadapter	complete	fail:1	1	318d12b571eac217b7e23990a10cff436420c36fc8625d977a56f805aa190457	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.umulhi.ttadapter/before_cvpipelining_func_func_umulhi_kernel_32.mlir
triton.language.view.ttadapter	complete	fail:1	1	4dae51d4ee1162b31dd21173591a8897a9e748d4ea34a9748ba80c2127daaca8	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.view.ttadapter/before_cvpipelining_func_func_view_kernel_32.mlir
triton.language.where.ttadapter	complete	fail:1	1	6649a1752eee6f84928fa39b6551a52e24e4b4f95038e155d8eb127e3ad1927d	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.where.ttadapter/before_cvpipelining_func_func_fn_npu__32.mlir
triton.language.xor.ttadapter	complete	fail:1	1	2915579254086a475f55c4ed92513829a7b321b31d91a089bb46e37904db8707	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.xor.ttadapter/before_cvpipelining_func_func_fn_npu__32.mlir
triton.language.xor_sum.ttadapter	complete	fail:1	1	9647abb72ef7e38a6ac23762008efc912f6ed7bd0264547b4cb15a69711dcdd6	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.xor_sum.ttadapter/before_cvpipelining_func_func_triton_xorsum_2d_32.mlir
triton.language.zeros.ttadapter	complete	fail:1	1	26ebaf47c7fcf2de2cf116062f880e62e5dff74c1a01d36cde8715640c531229	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.zeros.ttadapter/before_cvpipelining_func_func_zeros_2d_kernel_32.mlir
triton.language.zeros_like.ttadapter	complete	fail:1	1	3898b05b4dc06070a8061f5b3ac4e9e878d4408a32669ab04cce92c0f67bdc2d	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton.language.zeros_like.ttadapter/before_cvpipelining_func_func_zeros_like_2d_kernel_32.mlir
triton_hivm_launch_smoke.ttadapter	complete	fail:1	1	d3f3725b74804667f5467500987d6d8a4461411faee244421ed158f333b0c67e	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton_hivm_launch_smoke.ttadapter/before_cvpipelining_func_func_add_kernel_32.mlir
triton_smoke.ttadapter	complete	fail:1	1	8b898ac666fd8884cd540e9ba9a306a89f86aa9559cf9abe64acb5a9b4580dd0	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/triton_smoke.ttadapter/before_cvpipelining_func_func_add_kernel_32.mlir
vector_add_2x_bench.ttadapter	complete	fail:1	1	1947811bf1156b7352e0568778d387e1077109006c9570ada9471af633c1fc4f	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/vector_add_2x_bench.ttadapter/before_cvpipelining_func_func_add_kernel_32.mlir
vector_add_bench.ttadapter	complete	fail:1	1	9514cb8057b412bcb4084f04ad8ffbdb081710fbf3f2eebfd2698ed3be400ca0	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/vector_add_bench.ttadapter/before_cvpipelining_func_func_add_kernel_32.mlir
vv_layernorm_2048.ttadapter	complete	fail:1	1	4acf1a9f663cc3c6cda5d8ff556770ea7ff585f4b797bc8dcf951c0f04f44f94	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/vv_layernorm_2048.ttadapter/before_cvpipelining_func_func_layer_norm_fwd_fused_32.mlir
vv_layernorm_4096.ttadapter	complete	fail:1	1	5908368e8cb5c4882f0053892e0eb4c14506d7fe2134ba953ce0a73034200c31	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/vv_layernorm_4096.ttadapter/before_cvpipelining_func_func_layer_norm_fwd_fused_32.mlir
vv_layernorm_8192.ttadapter	complete	fail:1	1	c6c68a33fe937b1a861b1a67a65858fe3314844930192404aed44942f69dd35e	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/vv_layernorm_8192.ttadapter/before_cvpipelining_func_func_layer_norm_fwd_fused_32.mlir
vv_softmax_8192.ttadapter	complete	fail:1	1	56ecda148b66df1fe46122694a917c35b3e86105138a497686c624caca67cf62	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/vv_softmax_8192.ttadapter/before_cvpipelining_func_func_softmax_kernel_32.mlir
vv_vector_add_8192.ttadapter	complete	fail:1	1	e2ab60420a45a1386fe5e13987b72c5d6e241c66d5acc0621785efacaeda602b	c2149795601874225a9f9feb6f699ce1ad9117f3c810b3e37500f29c7fd846b9	data/before_cvpipelining/vv_vector_add_8192.ttadapter/before_cvpipelining_func_func_add_kernel_32.mlir
